"","gvkey","fyear","rankindex","annual_rank_index"
"16313","011462",1992,4.6,NA
"16314","011462",1993,6.2,NA
"16315","011462",1994,6.6,5
"16316","011462",1995,8.4,0
"16317","011462",1996,8.4,9
"16318","011462",1997,7.8,9
"16319","011462",1998,7.8,8
"16320","011462",1999,8,7
"16321","011462",2000,7.6,9
"16322","011462",2001,7.4,9
"16323","011462",2002,7.8,6
"16324","011462",2003,7.8,8
"16325","011462",2004,7.4,8
"16326","011462",2005,7.5,7
"16327","011462",2006,7.33333333333333,8
"16328","011462",2007,7,8
"16329","011462",2008,6,8
"16330","011462",2009,NA,6
"16331","011462",2010,NA,7
"16332","011462",2011,NA,2
"16333","011475",1989,0.6,NA
"16334","011475",1990,0.6,NA
"16335","011475",1991,1,NA
"16336","011475",1992,1,NA
"16337","011475",1993,1.25,NA
"16338","011475",1994,0.666666666666667,3
"16339","011475",1995,1,NA
"16340","011475",1996,NA,2
"16341","011506",1989,0.8,NA
"16342","011506",1990,2.6,NA
"16343","011506",1991,4.4,NA
"16344","011506",1992,6.2,NA
"16345","011506",1993,8,NA
"16346","011506",1994,8.8,4
"16347","011506",1995,8.2,9
"16348","011506",1996,7.6,9
"16349","011506",1997,7,9
"16350","011506",1998,6.8,9
"16351","011506",1999,6.8,8
"16352","011506",2000,6.8,6
"16353","011506",2001,7.2,6
"16354","011506",2002,7.6,6
"16355","011506",2003,7.8,8
"16356","011506",2004,7.8,8
"16357","011506",2005,8.2,6
"16358","011506",2006,7.8,8
"16359","011506",2007,6.2,8
"16360","011506",2008,4.4,9
"16361","011506",2009,3.5,8
"16362","011506",2010,2,8
"16363","011506",2011,NA,6
"16364","011508",1993,0.8,NA
"16365","011508",1994,2,NA
"16366","011508",1995,3.2,NA
"16367","011508",1996,4.8,NA
"16368","011508",1997,6,NA
"16369","011508",1998,5.8,4
"16370","011508",1999,5.2,6
"16371","011508",2000,4.6,6
"16372","011508",2001,3.8,8
"16373","011508",2002,3.2,6
"16374","011508",2003,3.25,3
"16375","011508",2004,3.33333333333333,3
"16376","011508",2005,3.5,3
"16377","011508",2006,3,4
"16378","011508",2007,NA,3
"16379","011511",1996,NA,0
"16380","011511",1997,NA,0
"16381","011511",1998,1.2,NA
"16382","011511",1999,1.2,NA
"16383","011511",2000,1.2,NA
"16384","011511",2001,1.2,NA
"16385","011511",2002,1.8,NA
"16386","011511",2003,1.2,6
"16387","011511",2004,2,NA
"16388","011511",2005,2,NA
"16389","011511",2006,2,0
"16390","011511",2007,1.4,3
"16391","011511",2008,0.8,3
"16392","011511",2009,NA,4
"16393","011511",2011,NA,0
"16394","011531",1989,1.2,NA
"16395","011531",1990,1.2,NA
"16396","011531",1991,1.8,NA
"16397","011531",1992,1.8,NA
"16398","011531",1993,1.8,NA
"16399","011531",1994,0.6,6
"16400","011531",1995,1.2,NA
"16401","011531",1996,1.8,3
"16402","011531",1997,1.8,NA
"16403","011531",1998,2.4,0
"16404","011531",1999,3,0
"16405","011531",2000,3.2,3
"16406","011531",2001,2.5,6
"16407","011531",2002,3.33333333333333,0
"16408","011531",2003,3.5,3
"16409","011531",2004,4,3
"16410","011531",2005,NA,4
"16411","011535",1989,0.4,NA
"16412","011535",1990,0.8,NA
"16413","011535",1991,2.4,NA
"16414","011535",1992,3.6,NA
"16415","011535",1993,5,NA
"16416","011535",1994,6.2,2
"16417","011535",1995,7.4,2
"16418","011535",1996,7.6,8
"16419","011535",1997,8,6
"16420","011535",1998,8,7
"16421","011535",1999,7.6,8
"16422","011535",2000,7,8
"16423","011535",2001,6.2,9
"16424","011535",2002,5.8,8
"16425","011535",2003,5.6,7
"16426","011535",2004,5.6,6
"16427","011535",2005,5.75,5
"16428","011535",2006,6,5
"16429","011535",2007,6,6
"16430","011535",2008,6,6
"16431","011535",2009,NA,6
"16432","011537",1989,1.2,NA
"16433","011537",1990,2.4,NA
"16434","011537",1991,4,NA
"16435","011537",1992,5.6,NA
"16436","011537",1993,7.4,NA
"16437","011537",1994,7.8,6
"16438","011537",1995,8.2,6
"16439","011537",1996,8.2,8
"16440","011537",1997,8,8
"16441","011537",1998,8,9
"16442","011537",1999,8.2,8
"16443","011537",2000,8.4,8
"16444","011537",2001,8.6,8
"16445","011537",2002,9,7
"16446","011537",2003,9,9
"16447","011537",2004,8.8,9
"16448","011537",2005,8.2,9
"16449","011537",2006,7.8,9
"16450","011537",2007,6,9
"16451","011537",2008,4.2,9
"16452","011537",2009,3.25,8
"16453","011537",2010,2.33333333333333,6
"16454","011537",2011,NA,7
"16455","011538",2004,1.2,NA
"16456","011538",2005,1.2,NA
"16457","011538",2006,1.2,NA
"16458","011538",2007,1.5,NA
"16459","011538",2008,2,NA
"16460","011538",2009,NA,6
"16461","011550",1989,1.2,NA
"16462","011550",1990,1.6,NA
"16463","011550",1991,3.4,NA
"16464","011550",1992,3.4,NA
"16465","011550",1993,5.2,NA
"16466","011550",1994,4.6,6
"16467","011550",1995,4.2,2
"16468","011550",1996,3.2,9
"16469","011550",1997,3.8,0
"16470","011550",1998,3.8,9
"16471","011550",1999,4.8,3
"16472","011550",2000,6.6,0
"16473","011550",2001,7.6,4
"16474","011550",2002,8.2,3
"16475","011550",2003,8.2,9
"16476","011550",2004,7.8,8
"16477","011550",2005,7.4,9
"16478","011550",2006,6.4,9
"16479","011550",2007,5.2,6
"16480","011550",2008,3.4,9
"16481","011550",2009,2.75,6
"16482","011550",2010,1.33333333333333,7
"16483","011550",2011,NA,4
"16484","011554",1991,0.6,NA
"16485","011554",1992,0.6,NA
"16486","011554",1993,1.8,NA
"16487","011554",1994,1.8,0
"16488","011554",1995,1.8,NA
"16489","011554",1996,1.8,3
"16490","011554",1997,1.8,NA
"16491","011554",1998,1.8,6
"16492","011554",1999,3,NA
"16493","011554",2000,4.2,NA
"16494","011554",2001,4.4,3
"16495","011554",2002,4.4,NA
"16496","011554",2003,4.6,6
"16497","011554",2004,3.8,6
"16498","011554",2005,3.8,6
"16499","011554",2006,3,4
"16500","011554",2007,3,NA
"16501","011554",2008,1.6,7
"16502","011554",2009,1.5,2
"16503","011554",2010,NA,6
"16504","011555",1990,1.4,NA
"16505","011555",1991,1.4,NA
"16506","011555",1992,1.4,NA
"16507","011555",1993,2.2,NA
"16508","011555",1994,3.4,NA
"16509","011555",1995,3.2,7
"16510","011555",1996,3.2,0
"16511","011555",1997,3.2,NA
"16512","011555",1998,2.4,4
"16513","011555",1999,1.2,6
"16514","011555",2000,0.4,6
"16515","011555",2001,0.4,0
"16516","011555",2002,0.4,NA
"16517","011555",2003,0.4,NA
"16518","011555",2004,0.4,NA
"16519","011555",2005,NA,2
"16520","011555",2006,NA,0
"16521","011555",2008,NA,0
"16522","011555",2010,NA,0
"16523","011559",1989,1.2,NA
"16524","011559",1990,3,NA
"16525","011559",1991,4.6,NA
"16526","011559",1992,6.4,NA
"16527","011559",1993,8.2,NA
"16528","011559",1994,8.75,6
"16529","011559",1995,8.66666666666667,9
"16530","011559",1996,9,8
"16531","011559",1997,9,9
"16532","011559",1998,NA,9
"16533","011564",1992,1.2,NA
"16534","011564",1993,1.2,NA
"16535","011564",1994,1.2,NA
"16536","011564",1995,1.2,0
"16537","011564",1996,1.2,0
"16538","011564",1997,NA,6
"16539","011573",1991,1.2,NA
"16540","011573",1992,1.8,NA
"16541","011573",1993,3.6,NA
"16542","011573",1994,5.4,NA
"16543","011573",1995,7.2,NA
"16544","011573",1996,6.8,6
"16545","011573",1997,7.4,3
"16546","011573",1998,7.4,9
"16547","011573",1999,6.8,9
"16548","011573",2000,6.4,9
"16549","011573",2001,7,4
"16550","011573",2002,7.33333333333333,6
"16551","011573",2003,6.5,9
"16552","011573",2004,7,6
"16553","011573",2005,NA,7
"16554","011580",1994,NA,2
"16555","011580",1995,NA,6
"16556","011580",1996,NA,7
"16557","011580",1997,5.6,6
"16558","011580",1998,5.8,2
"16559","011580",1999,4.6,6
"16560","011580",2000,4.2,7
"16561","011580",2001,4.6,7
"16562","011580",2002,4.2,6
"16563","011580",2003,4.8,3
"16564","011580",2004,6.2,NA
"16565","011580",2005,6.4,5
"16566","011580",2006,4.6,9
"16567","011580",2007,3.8,4
"16568","011580",2008,2.6,6
"16569","011580",2009,1.5,7
"16570","011580",2010,NA,6
"16571","011580",2011,NA,0
"16572","011600",1989,1.6,NA
"16573","011600",1990,3,NA
"16574","011600",1991,4.8,NA
"16575","011600",1992,6.6,NA
"16576","011600",1993,8.4,NA
"16577","011600",1994,8.6,8
"16578","011600",1995,9,7
"16579","011600",1996,9,9
"16580","011600",1997,9,9
"16581","011600",1998,9,9
"16582","011600",1999,9,9
"16583","011600",2000,9,9
"16584","011600",2001,9,9
"16585","011600",2002,9,9
"16586","011600",2003,9,9
"16587","011600",2004,8.8,9
"16588","011600",2005,8.8,9
"16589","011600",2006,8.6,9
"16590","011600",2007,6.8,9
"16591","011600",2008,5,9
"16592","011600",2009,4.25,8
"16593","011600",2010,2.66666666666667,9
"16594","011600",2011,NA,8
"16595","011614",1991,1.2,NA
"16596","011614",1992,1.5,NA
"16597","011614",1993,2,NA
"16598","011614",1994,3,NA
"16599","011614",1995,6,NA
"16600","011614",1996,NA,6
"16601","011615",1991,1,NA
"16602","011615",1992,2.6,NA
"16603","011615",1993,4,NA
"16604","011615",1994,5,0
"16605","011615",1995,6.66666666666667,0
"16606","011615",1996,7.5,5
"16607","011615",1997,7,8
"16608","011615",1998,NA,7
"16609","011618",1990,0.4,NA
"16610","011618",1991,2,NA
"16611","011618",1992,2.6,NA
"16612","011618",1993,3,NA
"16613","011618",1994,3.6,0
"16614","011618",1995,4,2
"16615","011618",1996,2.66666666666667,8
"16616","011618",1997,2.5,3
"16617","011618",1998,3,2
"16618","011618",1999,NA,3
"16619","011636",2011,NA,0
"16620","011641",1989,0.4,NA
"16621","011641",1990,0.4,NA
"16622","011641",1991,0.4,NA
"16623","011641",1992,0.4,NA
"16624","011641",1993,0.4,NA
"16625","011641",1994,NA,2
"16626","011641",1995,NA,0
"16627","011641",1996,NA,0
"16628","011641",1997,NA,0
"16629","011641",1998,NA,0
"16630","011641",1999,NA,0
"16631","011641",2000,NA,0
"16632","011644",1990,0.8,NA
"16633","011644",1991,1.8,NA
"16634","011644",1992,1.8,NA
"16635","011644",1993,3,NA
"16636","011644",1994,4.4,NA
"16637","011644",1995,3.6,4
"16638","011644",1996,3.2,5
"16639","011644",1997,3.2,NA
"16640","011644",1998,2,6
"16641","011644",1999,0.75,7
"16642","011644",2000,2.25,NA
"16643","011644",2001,1.5,3
"16644","011644",2002,1.5,NA
"16645","011644",2003,1.5,NA
"16646","011644",2005,0.6,6
"16647","011644",2006,1.2,NA
"16648","011644",2007,1.2,NA
"16649","011644",2008,1.2,0
"16650","011644",2009,1.5,NA
"16651","011644",2010,1,3
"16652","011644",2011,NA,3
"16653","011646",1991,1.4,NA
"16654","011646",1992,2.8,NA
"16655","011646",1993,2.8,NA
"16656","011646",1994,2.8,NA
"16657","011646",1995,2.8,NA
"16658","011646",1996,1.4,7
"16659","011646",1997,NA,7
"16660","011649",2008,NA,0
"16661","011656",1991,1.8,NA
"16662","011656",1992,3,NA
"16663","011656",1993,4.4,NA
"16664","011656",1994,5.6,NA
"16665","011656",1995,6.8,NA
"16666","011656",1996,6.25,9
"16667","011656",1997,6.33333333333333,6
"16668","011656",1998,6,7
"16669","011656",1999,6,6
"16670","011656",2000,NA,6
"16671","011657",2008,NA,0
"16672","011657",2010,NA,0
"16673","011669",1994,NA,0
"16674","011669",1998,NA,0
"16675","011669",2003,0.6,NA
"16676","011669",2004,0.6,NA
"16677","011669",2005,0.6,NA
"16678","011669",2006,0.6,NA
"16679","011669",2007,0.6,NA
"16680","011669",2008,NA,3
"16681","011670",1989,1.8,NA
"16682","011670",1990,2.6,NA
"16683","011670",1991,3.6,NA
"16684","011670",1992,4.6,NA
"16685","011670",1993,5.8,NA
"16686","011670",1994,5,9
"16687","011670",1995,5.6,4
"16688","011670",1996,5.8,5
"16689","011670",1997,6.4,5
"16690","011670",1998,6.6,6
"16691","011670",1999,7.4,5
"16692","011670",2000,7.8,7
"16693","011670",2001,6.6,6
"16694","011670",2002,5,8
"16695","011670",2003,3.6,7
"16696","011670",2004,1.8,9
"16697","011670",2005,NA,9
"16698","011670",2006,0.8,NA
"16699","011670",2007,0.8,NA
"16700","011670",2008,0.8,NA
"16701","011670",2009,1,NA
"16702","011670",2010,1.33333333333333,NA
"16703","011670",2011,NA,4
"16704","011672",1989,0.4,NA
"16705","011672",1990,1.2,NA
"16706","011672",1991,2,NA
"16707","011672",1992,3.4,NA
"16708","011672",1993,5.2,NA
"16709","011672",1994,6.4,2
"16710","011672",1995,7.4,4
"16711","011672",1996,8.2,4
"16712","011672",1997,8.6,7
"16713","011672",1998,8.4,9
"16714","011672",1999,8.4,8
"16715","011672",2000,7.8,9
"16716","011672",2001,7.6,8
"16717","011672",2002,7.4,9
"16718","011672",2003,7.6,8
"16719","011672",2004,7.6,8
"16720","011672",2005,8,6
"16721","011672",2006,7,7
"16722","011672",2007,5.4,8
"16723","011672",2008,3.6,9
"16724","011672",2009,2.5,8
"16725","011672",2010,0.666666666666667,8
"16726","011672",2011,NA,2
"16727","011678",1991,0.8,NA
"16728","011678",1992,0.8,NA
"16729","011678",1993,0.8,NA
"16730","011678",1994,0.8,NA
"16731","011678",1995,0.8,NA
"16732","011678",1996,NA,4
"16733","011682",1989,0.6,NA
"16734","011682",1990,2,NA
"16735","011682",1991,3.8,NA
"16736","011682",1992,4.8,NA
"16737","011682",1993,6,NA
"16738","011682",1994,7,3
"16739","011682",1995,7,7
"16740","011682",1996,5,9
"16741","011682",1997,NA,5
"16742","011691",1990,1,NA
"16743","011691",1991,2.6,NA
"16744","011691",1992,3.25,NA
"16745","011691",1993,4.33333333333333,NA
"16746","011691",1994,6.5,NA
"16747","011691",1995,8,5
"16748","011691",1996,NA,8
"16749","011694",1991,0.6,NA
"16750","011694",1992,1.8,NA
"16751","011694",1993,1.8,NA
"16752","011694",1994,1.8,NA
"16753","011694",1995,1.8,0
"16754","011694",1996,2.4,3
"16755","011694",1997,1.2,6
"16756","011694",1998,1.2,NA
"16757","011694",1999,1.2,NA
"16758","011694",2000,2.2,NA
"16759","011694",2001,1.6,6
"16760","011694",2002,2.2,NA
"16761","011694",2003,2.2,NA
"16762","011694",2004,2.2,NA
"16763","011694",2005,1.2,5
"16764","011694",2006,0.6,3
"16765","011694",2007,NA,3
"16766","011694",2008,NA,0
"16767","011694",2010,NA,0
"16768","011694",2011,NA,0
"16769","011702",1989,1.2,NA
"16770","011702",1990,1.5,NA
"16771","011702",1991,2,NA
"16772","011702",1992,3,NA
"16773","011702",1993,6,NA
"16774","011702",1994,NA,6
"16775","011706",1989,1.4,NA
"16776","011706",1990,2.8,NA
"16777","011706",1991,2.8,NA
"16778","011706",1992,3.5,NA
"16779","011706",1993,4.66666666666667,NA
"16780","011706",1994,3.5,7
"16781","011706",1995,NA,7
"16782","011708",2011,NA,0
"16783","011713",1991,0.8,NA
"16784","011713",1992,1,NA
"16785","011713",1993,1.33333333333333,NA
"16786","011713",1994,2,0
"16787","011713",1995,4,NA
"16788","011713",1996,NA,4
"16789","011720",1993,0.4,NA
"16790","011720",1994,0.4,NA
"16791","011720",1995,0.4,NA
"16792","011720",1996,0.4,NA
"16793","011720",1997,0.4,NA
"16794","011720",1998,NA,2
"16795","011721",1989,1.6,NA
"16796","011721",1990,2.4,NA
"16797","011721",1991,4.2,NA
"16798","011721",1992,6,NA
"16799","011721",1993,7.2,NA
"16800","011721",1994,7.4,8
"16801","011721",1995,8.4,4
"16802","011721",1996,7.8,9
"16803","011721",1997,7.8,9
"16804","011721",1998,8.4,6
"16805","011721",1999,8,9
"16806","011721",2000,8,9
"16807","011721",2001,8.6,6
"16808","011721",2002,8.6,9
"16809","011721",2003,8.6,9
"16810","011721",2004,8.8,7
"16811","011721",2005,7.6,9
"16812","011721",2006,6.4,9
"16813","011721",2007,4.6,9
"16814","011721",2008,2.8,9
"16815","011721",2009,1.5,8
"16816","011721",2010,1,3
"16817","011721",2011,NA,3
"16818","011745",2011,NA,0
"16819","011747",1994,0.5,NA
"16820","011747",1995,1,NA
"16821","011747",1996,1.5,NA
"16822","011747",1997,1.5,NA
"16823","011747",1999,0.8,2
"16824","011747",2000,0.4,2
"16825","011747",2001,NA,2
"16826","011748",1989,0.8,NA
"16827","011748",1990,1.6,NA
"16828","011748",1991,2.8,NA
"16829","011748",1992,3.6,NA
"16830","011748",1993,4.2,NA
"16831","011748",1994,4.2,4
"16832","011748",1995,4.6,4
"16833","011748",1996,4.4,6
"16834","011748",1997,4.8,4
"16835","011748",1998,5.2,3
"16836","011748",1999,5.8,4
"16837","011748",2000,5.8,6
"16838","011748",2001,5.8,5
"16839","011748",2002,5.6,6
"16840","011748",2003,6.2,5
"16841","011748",2004,6.2,7
"16842","011748",2005,6.2,6
"16843","011748",2006,6.4,5
"16844","011748",2007,5.4,5
"16845","011748",2008,3.8,8
"16846","011748",2009,3,7
"16847","011748",2010,2,6
"16848","011748",2011,NA,6
"16849","011749",2008,NA,0
"16850","011749",2009,NA,0
"16851","011749",2010,NA,0
"16852","011751",2008,NA,0
"16853","011751",2009,NA,0
"16854","011751",2010,NA,0
"16855","011751",2011,NA,0
"16856","011754",1991,0.4,NA
"16857","011754",1992,1,NA
"16858","011754",1993,1.25,NA
"16859","011754",1994,1.66666666666667,NA
"16860","011754",1995,2.5,0
"16861","011754",1996,3,2
"16862","011754",1997,NA,3
"16863","011764",1989,1.6,NA
"16864","011764",1990,3.2,NA
"16865","011764",1991,4.2,NA
"16866","011764",1992,5.25,NA
"16867","011764",1993,7,NA
"16868","011764",1994,6.5,8
"16869","011764",1995,5,8
"16870","011764",1996,NA,5
"16871","011771",1998,NA,2
"16872","011771",1999,NA,2
"16873","011779",1994,NA,7
"16874","011779",1995,NA,7
"16875","011779",1996,NA,7
"16876","011779",1997,NA,7
"16877","011779",1998,NA,7
"16878","011779",1999,NA,7
"16879","011781",2008,NA,0
"16880","011782",1994,NA,2
"16881","011782",1995,NA,2
"16882","011782",1996,NA,0
"16883","011782",1997,NA,3
"16884","011784",1994,NA,6
"16885","011784",1995,NA,6
"16886","011784",1996,NA,6
"16887","011785",1994,NA,3
"16888","011785",1995,NA,3
"16889","011785",1996,NA,3
"16890","011785",1997,NA,3
"16891","011790",1994,NA,6
"16892","011790",1995,NA,6
"16893","011790",1996,NA,6
"16894","011790",1997,NA,6
"16895","011790",1998,NA,6
"16896","011790",1999,NA,6
"16897","011791",1989,1.2,NA
"16898","011791",1990,1.2,NA
"16899","011791",1991,1.2,NA
"16900","011791",1992,1.5,NA
"16901","011791",1993,2,NA
"16902","011791",1994,NA,6
"16903","011793",2009,NA,0
"16904","011796",2011,NA,0
"16905","011797",1989,0.6,NA
"16906","011797",1990,0.6,NA
"16907","011797",1991,1.2,NA
"16908","011797",1992,1.6,NA
"16909","011797",1993,1.6,NA
"16910","011797",1994,1.25,3
"16911","011797",1995,1.66666666666667,0
"16912","011797",1996,1,3
"16913","011797",1997,NA,2
"16914","011804",1991,1,NA
"16915","011804",1992,1,NA
"16916","011804",1993,1,NA
"16917","011804",1994,1,NA
"16918","011804",1995,1,NA
"16919","011804",1996,NA,5
"16920","011805",1992,0.6,NA
"16921","011805",1993,0.6,NA
"16922","011805",1994,0.6,NA
"16923","011805",1995,0.6,NA
"16924","011805",1996,0.6,NA
"16925","011805",1997,NA,3
"16926","011807",1992,0.4,NA
"16927","011807",1993,1,NA
"16928","011807",1994,1,NA
"16929","011807",1995,1.25,NA
"16930","011807",1996,1.66666666666667,NA
"16931","011807",1997,1.5,2
"16932","011807",1998,NA,3
"16933","011811",2002,0.6,NA
"16934","011811",2003,0.6,NA
"16935","011811",2004,0.6,NA
"16936","011811",2005,0.6,NA
"16937","011811",2006,0.6,NA
"16938","011811",2007,NA,3
"16939","011811",2011,NA,0
"16940","011832",1998,0.4,NA
"16941","011832",1999,0.4,0
"16942","011832",2000,0.8,NA
"16943","011832",2001,0.8,NA
"16944","011832",2002,0.8,NA
"16945","011832",2003,0.5,2
"16946","011832",2004,0.666666666666667,NA
"16947","011832",2005,NA,2
"16948","011832",2007,NA,0
"16949","011872",1993,1,NA
"16950","011872",1994,2.2,NA
"16951","011872",1995,2.2,NA
"16952","011872",1996,2.2,0
"16953","011872",1997,2.6,0
"16954","011872",1998,2,5
"16955","011872",1999,1.4,6
"16956","011872",2000,2,NA
"16957","011872",2001,3.6,0
"16958","011872",2002,4,2
"16959","011872",2003,4.4,2
"16960","011872",2004,4.6,3
"16961","011872",2005,5,3
"16962","011872",2006,4.2,8
"16963","011872",2007,3.4,4
"16964","011872",2008,2.6,4
"16965","011872",2009,2.25,4
"16966","011872",2010,1.33333333333333,5
"16967","011872",2011,NA,4
"16968","011899",1995,NA,3
"16969","011899",1996,NA,5
"16970","011902",1991,0.8,NA
"16971","011902",1992,1.8,NA
"16972","011902",1993,2.4,NA
"16973","011902",1994,3.2,NA
"16974","011902",1995,4,0
"16975","011902",1996,4,4
"16976","011902",1997,3.5,5
"16977","011902",1998,4,3
"16978","011902",1999,NA,4
"16979","011904",1989,0.4,NA
"16980","011904",1990,0.4,NA
"16981","011904",1991,2,NA
"16982","011904",1992,3.8,NA
"16983","011904",1993,4.2,NA
"16984","011904",1994,4.75,2
"16985","011904",1995,6.33333333333333,NA
"16986","011904",1996,5.5,8
"16987","011904",1997,2,9
"16988","011904",1998,NA,2
"16989","011907",2008,NA,0
"16990","011907",2009,NA,0
"16991","011908",1996,NA,0
"16992","011910",1991,0.4,NA
"16993","011910",1992,1,NA
"16994","011910",1993,1.6,NA
"16995","011910",1994,1.6,0
"16996","011910",1995,1.6,NA
"16997","011910",1996,1.6,2
"16998","011910",1997,1,3
"16999","011910",1998,0.4,3
"17000","011910",1999,0.4,NA
"17001","011910",2000,0.4,NA
"17002","011910",2001,NA,2
"17003","011910",2003,0.6,NA
"17004","011910",2004,0.6,NA
"17005","011910",2005,0.6,0
"17006","011910",2006,0.75,NA
"17007","011910",2007,1,NA
"17008","011910",2008,NA,3
"17009","011910",2009,NA,0
"17010","011910",2010,NA,0
"17011","011912",1989,1.4,NA
"17012","011912",1990,2.6,NA
"17013","011912",1991,3.8,NA
"17014","011912",1992,4.75,NA
"17015","011912",1993,6.33333333333333,NA
"17016","011912",1994,6,7
"17017","011912",1995,6,6
"17018","011912",1996,NA,6
"17019","011914",1991,0.8,NA
"17020","011914",1992,0.8,NA
"17021","011914",1993,1.4,NA
"17022","011914",1994,1.4,NA
"17023","011914",1995,1.4,NA
"17024","011914",1996,1.4,4
"17025","011914",1997,1.4,NA
"17026","011914",1998,0.8,3
"17027","011914",1999,0.8,NA
"17028","011914",2000,2,NA
"17029","011914",2001,1.2,4
"17030","011914",2002,1.2,NA
"17031","011914",2003,1.6,NA
"17032","011914",2004,2,0
"17033","011914",2005,0.8,6
"17034","011914",2006,1,0
"17035","011914",2007,1.33333333333333,0
"17036","011914",2008,1,2
"17037","011914",2009,NA,2
"17038","011914",2010,NA,0
"17039","011915",1991,1.2,NA
"17040","011915",1992,1.2,NA
"17041","011915",1993,1.2,NA
"17042","011915",1994,1.5,NA
"17043","011915",1995,2,NA
"17044","011915",1996,NA,6
"17045","011915",1997,NA,0
"17046","011923",2008,NA,0
"17047","011923",2011,NA,0
"17048","011925",2008,NA,0
"17049","011929",2009,NA,0
"17050","011940",1993,0.4,NA
"17051","011940",1994,0.4,NA
"17052","011940",1995,0.4,NA
"17053","011940",1996,0.5,NA
"17054","011940",1997,0.666666666666667,NA
"17055","011940",1998,NA,2
"17056","011940",1999,NA,0
"17057","011940",2000,NA,0
"17058","011944",1996,1.2,NA
"17059","011944",1997,1.2,NA
"17060","011944",1998,1.5,NA
"17061","011944",1999,2,0
"17062","011944",2000,3,NA
"17063","011944",2001,NA,6
"17064","011944",2004,NA,0
"17065","011944",2005,NA,0
"17066","011944",2006,NA,3
"17067","011944",2007,NA,3
"17068","011944",2008,NA,6
"17069","011944",2009,NA,4
"17070","011944",2010,NA,0
"17071","011944",2011,NA,3
"17072","011974",1994,0.6,NA
"17073","011974",1995,0.6,NA
"17074","011974",1996,0.6,NA
"17075","011974",1997,0.6,NA
"17076","011974",1998,0.75,NA
"17077","011974",1999,NA,3
"17078","011982",2008,NA,0
"17079","011985",1991,0.4,NA
"17080","011985",1992,0.8,NA
"17081","011985",1993,0.8,NA
"17082","011985",1994,0.8,NA
"17083","011985",1995,1,NA
"17084","011985",1996,0.666666666666667,2
"17085","011985",1997,NA,2
"17086","011993",1989,0.4,NA
"17087","011993",1990,2.2,NA
"17088","011993",1991,3.8,NA
"17089","011993",1992,5.2,NA
"17090","011993",1993,7,NA
"17091","011993",1994,8.25,2
"17092","011993",1995,8,9
"17093","011993",1996,8,8
"17094","011993",1997,9,7
"17095","011993",1998,NA,9
"17096","012010",2011,NA,0
"17097","012046",1996,0.6,NA
"17098","012046",1997,0.6,NA
"17099","012046",1998,0.6,NA
"17100","012046",1999,0.6,NA
"17101","012046",2000,0.6,NA
"17102","012046",2001,NA,3
"17103","012046",2008,NA,0
"17104","012047",1989,0.4,NA
"17105","012047",1990,0.4,NA
"17106","012047",1991,2.2,NA
"17107","012047",1992,4,NA
"17108","012047",1993,5.8,NA
"17109","012047",1994,7.2,2
"17110","012047",1995,9,NA
"17111","012047",1996,8.4,9
"17112","012047",1997,7.8,9
"17113","012047",1998,7,9
"17114","012047",1999,7,9
"17115","012047",2000,6.2,9
"17116","012047",2001,6.6,6
"17117","012047",2002,6.4,6
"17118","012047",2003,6.6,5
"17119","012047",2004,6,9
"17120","012047",2005,6.33333333333333,5
"17121","012047",2006,5.5,8
"17122","012047",2007,6,5
"17123","012047",2008,NA,6
"17124","012051",1989,1.2,NA
"17125","012051",1990,2.4,NA
"17126","012051",1991,4.2,NA
"17127","012051",1992,5.8,NA
"17128","012051",1993,7.4,NA
"17129","012051",1994,8,6
"17130","012051",1995,8.6,6
"17131","012051",1996,8.6,9
"17132","012051",1997,8.6,8
"17133","012051",1998,8.6,8
"17134","012051",1999,8.2,9
"17135","012051",2000,8,9
"17136","012051",2001,7.66666666666667,9
"17137","012051",2002,7.5,8
"17138","012051",2003,7,8
"17139","012051",2004,NA,7
"17140","012053",1989,1,NA
"17141","012053",1990,1,NA
"17142","012053",1991,2.6,NA
"17143","012053",1992,3.8,NA
"17144","012053",1993,5.2,NA
"17145","012053",1994,5.6,5
"17146","012053",1995,7,0
"17147","012053",1996,6.8,8
"17148","012053",1997,7.2,6
"17149","012053",1998,7,7
"17150","012053",1999,7.2,7
"17151","012053",2000,7.6,7
"17152","012053",2001,8,7
"17153","012053",2002,7.8,8
"17154","012053",2003,8.4,6
"17155","012053",2004,8.4,8
"17156","012053",2005,7,9
"17157","012053",2006,5.8,9
"17158","012053",2007,4.4,7
"17159","012053",2008,2.6,9
"17160","012053",2009,1.25,8
"17161","012053",2010,1,2
"17162","012053",2011,NA,3
"17163","012075",1989,0.8,NA
"17164","012075",1990,0.8,NA
"17165","012075",1991,0.8,NA
"17166","012075",1992,0.8,NA
"17167","012075",1993,0.8,NA
"17168","012075",1994,NA,4
"17169","012075",1996,0.6,NA
"17170","012075",1997,0.6,NA
"17171","012075",1998,0.6,NA
"17172","012075",1999,0.6,NA
"17173","012075",2000,0.6,NA
"17174","012075",2001,NA,3
"17175","012086",1995,NA,7
"17176","012086",1998,NA,7
"17177","012088",2008,NA,0
"17178","012090",1992,0.4,NA
"17179","012090",1993,1,NA
"17180","012090",1994,2.2,NA
"17181","012090",1995,2.8,NA
"17182","012090",1996,3.4,0
"17183","012090",1997,4.2,2
"17184","012090",1998,4.2,3
"17185","012090",1999,4,6
